Student_ID,Reference Number,First Name ,Last Name ,Gender ,Marital Status,Academic Year ,Entry Semester ,Degree Type ,Course/Degree,Level offered,Student Status,current level,Preferred Entry Level,Conditional/ Unconditional ,Conditions,Application Date,Date of Birth,National ID No,Nationality,Mobile Number,Uni_Email Address,Personal Email,Sponsored Students (Yes / No),Name of Company Sponsor,Home Address 1,Home Address 2,Home Address 3,Home Address 4,Student Bursary Details,Bursary Discount %,Disability / Health Issues,Recent Education System,Most Recent Educational Institute,Qualifications,IELTS,Employment History,How did you hear about us ?,Acceptance Letter
10003061,3061,Zachary,Gray,M,Married,2023/24,2023 September,MA (Hons),Computing Science,2,Attending,Attending,2,Unconditional,,20/07/2023,18/05/2003,13984628629,United Kingdom,+28 4315596,student10003061@sample.edu,crystal50@gmail.com,No,,62587 Mitchell Stravenue Apt. 329,West Robinfort,UK,,,,00 No known disability,BTEC,North Michellemouth College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,Website,Received
10003062,3062,Holly,Jones,F,Single,2023/24,2023 September,MA (Hons),Computing Science,1,Attending,Attending,1,Unconditional,,05/03/2023,21/05/2000,49327043065,Canada,+28 2887541,student10003062@sample.edu,cherylhart@gmail.com,No,,87533 Christopher Pine,Danielmouth,Canada,,,,00 No known disability,Canadian System,South Lawrence College,Canadian High School Diploma: 80% average,,,Family/Friends,Received
10003063,3063,David,Benson,M,Single,2023/24,2023 September,MA (Hons),Computing Science,1,Attending,Attending,1,Conditional,English Language Proficiency Test with minimum B grade,05/05/2023,04/11/2001,52328102967,Philippines,+65 2106598,student10003063@sample.edu,jamescooley@gmail.com,No,,317 Paula Ranch Suite 332,Port Jenniferside,Philippines,,,,00 No known disability,IB,Ashleychester College,International Baccalaureate: 35 points,7,,Search Engine: Google,Received
10003064,3064,Stephanie,Anderson,F,Married,2023/24,2023 September,MA (Hons),Computing Science,1,Attending,Attending,1,Unconditional,,12/08/2023,28/04/1998,69006795640,India,+77 2251483,student10003064@sample.edu,leonardzachary@gmail.com,No,,04341 Hughes Ferry,Vazquezburgh,India,,,,"54 A long standing illness or health condition such as cancer, HIV, diabetes",Indian ICSE,Rachelside College,Indian CBSE: 80%,6.5,,Education Agent,Received
10003065,3065,Juan,Olsen,M,Married,2023/24,2023 September,MA (Hons),Computing Science,2,Attending,Attending,2,Unconditional,,30/06/2023,01/07/1999,57678148482,Jordan,+10 7325966,student10003065@sample.edu,bmorris@gmail.com,No,,6125 Smith Rapid,South Christinaburgh,Jordan,,,,"54 A long standing illness or health condition such as cancer, HIV, diabetes",IB,Melindaburgh College,Foundation Year: 75%,7,,Outreach Activity: Open Day,Received
10003066,3066,Sheryl,Wright,F,Single,2023/24,2023 September,MA (Hons),Computing Science,1,Attending,Attending,1,Unconditional,,06/06/2023,10/05/2000,43475782230,Jordan,+30 6536394,student10003066@sample.edu,jmorales@gmail.com,No,,93192 King Gardens,Lake Pamela,Jordan,,,,00 No known disability,Foundation Year,West Elizabeth College,Foundation Year: 75%,6.5,,Email Campaign,Received
10003067,3067,Scott,Mosley,M,Single,2023/24,2023 September,MA (Hons),Computing Science,1,Attending,Attending,1,Unconditional,,19/04/2023,10/04/2005,11399522129,Canada,+16 5632814,student10003067@sample.edu,qhopkins@gmail.com,No,,08711 Thomas Ville,Thomasview,Canada,,,,00 No known disability,Canadian System,Pearsonport College,Canadian High School Diploma: 80% average,,,School Visit,Received
10003068,3068,Jessica,Johnson,F,Single,2023/24,2023 September,MA (Hons),Computing Science,3,Graduated 2024-25,Graduate,3,Conditional,Completion of foundation year requirements,16/05/2023,30/03/2003,75092239837,United Kingdom,+65 8121698,student10003068@sample.edu,barbarajackson@gmail.com,Yes,Chevron Corporation,925 Robert Extension Suite 806,Woodstown,UK,,,,00 No known disability,A-Level,Andrewberg College,"A-Level: A*AA in Mathematics, Physics, Economics",,,Alumni Referral,Received
10003069,3069,Felicia,Carrillo,F,Married,2023/24,2023 September,MA (Hons),Computing Science,2,Attending,Attending,2,Conditional,Completion of foundation year requirements,19/04/2023,11/11/1999,55319676834,Pakistan,+42 2865074,student10003069@sample.edu,carla79@gmail.com,No,,06083 Gerald Pine,Port Jonathantown,Pakistan,,,,00 No known disability,Pakistani System,Colemanfurt College,Pakistani Intermediate: 80%,6.5,,Alumni Referral,Received
10003070,3070,Stephanie,Garcia,F,Married,2023/24,2023 September,MA (Hons),Computing Science,1,Attending,Attending,1,Conditional,Submission of certified academic documents,16/03/2023,09/01/2000,27602839964,Pakistan,+30 7243070,student10003070@sample.edu,cristinawu@gmail.com,No,,357 Jean View,Lake Kaylabury,Pakistan,,,,00 No known disability,Pakistani System,West Ruben College,Pakistani Intermediate: 80%,6,,Instagram,Received
10003071,3071,Zachary,Hester,M,Single,2023/24,2023 September,MA (Hons),Computing Science,2,Attending,Attending,2,Unconditional,,09/02/2023,16/08/2005,28294831242,United States,+49 1765283,student10003071@sample.edu,taylorjeffrey@gmail.com,No,,8349 David Fork,East Lisaville,US,,,,00 No known disability,High School Diploma,South Jennifer College,High School Diploma with GPA 3.8/4.0,,,Search Engine: Google,Received
10003072,3072,Tyler,Pace,M,Single,2023/24,2023 September,MA (Hons),Computing Science,2,Attending,Attending,2,Unconditional,,19/01/2023,23/06/2000,11646485998,United States,+20 5959945,student10003072@sample.edu,fmiller@gmail.com,Yes,Maersk Group,557 Oconnor Inlet,Ricardohaven,US,,,,Depression,High School Diploma,Rodriguezshire College,High School Diploma with GPA 3.5/4.0,,,University Fair,Received
10003073,3073,Lisa,Chen,F,Single,2023/24,2023 September,MA (Hons),Computing Science,2,Attending,Attending,2,Unconditional,,04/03/2023,27/02/2000,72116290872,United Kingdom,+19 1615362,student10003073@sample.edu,gregory95@gmail.com,No,,136 Waller Wall,South Timothyhaven,UK,,,,00 No known disability,A-Level,West Nicole College,"A-Level: A*AA in Mathematics, Physics, Economics",,,LinkedIn,Received
10003074,3074,Roberto,Bell,M,Single,2023/24,2023 September,MA (Hons),Computing Science,1,Attending,Attending,1,Unconditional,,06/05/2023,09/12/2004,15169311850,United States,+65 8782032,student10003074@sample.edu,rileymatthew@gmail.com,No,,96233 Marshall Overpass,Jennifermouth,US,,,,00 No known disability,High School Diploma,Westfort College,High School Diploma with GPA 3.5/4.0,,,Email Campaign,Received
10003075,3075,Elizabeth,Thompson,F,Married,2023/24,2023 September,MA (Hons),Computing Science,1,Attending,Attending,1,Unconditional,,30/04/2023,12/02/1998,85078967554,United Kingdom,+83 4856748,student10003075@sample.edu,debra14@gmail.com,No,,6474 Charles Mews,North Williamfort,UK,,,,00 No known disability,BTEC,West Johnhaven College,BTEC Extended Diploma: D*D*D*,,,Search Engine: Google,Received
10003076,3076,David,Aguilar,M,Single,2023/24,2023 September,MA (Hons),Computing Science,1,Attending,Attending,1,Unconditional,,30/01/2023,24/10/2000,50020720763,India,+30 9893204,student10003076@sample.edu,mariacarson@gmail.com,No,,3747 David Glen,Donaldsonmouth,India,,,,00 No known disability,Indian CBSE,Garyport College,Indian CBSE: 80%,6.5,,Instagram,Received
10003077,3077,Karen,Coleman,F,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,09/05/2023,11/12/1998,80015328961,Bangladesh,+42 8701056,student10003077@sample.edu,crystal28@gmail.com,No,,72838 Shaffer Avenue Suite 243,North Jessicashire,Bangladesh,,,,00 No known disability,Foundation Year,Christinashire College,Foundation Year: 75%,6.5,,Instagram,Received
10003078,3078,Matthew,Livingston,M,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,03/05/2023,01/12/1999,53691664314,United Kingdom,+34 7617390,student10003078@sample.edu,dawn97@gmail.com,No,,6494 Kelly Burg,Blanchardbury,UK,,,,Asthma,BTEC,Floresville College,"A-Level: A*AA in Mathematics, Physics, Economics",,,Outreach Activity: Open Day,Received
10003079,3079,Michael,Hernandez,M,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Conditional,Submission of official transcripts within 30 days,05/08/2023,21/11/2006,83813035182,United Kingdom,+67 6037482,student10003079@sample.edu,susancarey@gmail.com,No,,6384 Leblanc Ports,Sweeneyton,UK,,,,00 No known disability,A-Level,New Frederick College,"A-Level: A*AA in Mathematics, Physics, Economics",,,Family/Friends,Received
10003080,3080,Jennifer,Fry,F,Single,2023/24,2023 September,MA (Hons),Business Management,3,Graduated 2024-25,Graduate,3,Unconditional,,27/04/2023,15/11/2004,10584574045,United States,+58 7329153,student10003080@sample.edu,lisahernandez@gmail.com,No,,23839 Allen Trace,Lake Danielshire,US,,,,00 No known disability,High School Diploma,Foleymouth College,High School Diploma with GPA 3.5/4.0,,,Social Media,Received
10003081,3081,Teresa,Welch,F,Married,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,24/01/2023,13/01/2004,38803798011,Bangladesh,+44 4493785,student10003081@sample.edu,johnkline@gmail.com,No,,98962 Leslie Glens Suite 224,Lake Caroline,Bangladesh,,,,00 No known disability,Foundation Year,South Jeffrey College,Foundation Year: 75%,7,,Email Campaign,Received
10003082,3082,Brianna,Berger,F,Single,2023/24,2023 September,MA (Hons),Business Management,2,Attending,Attending,2,Unconditional,,19/06/2023,10/11/2003,57838905500,United Kingdom,+78 3103533,student10003082@sample.edu,lynchkeith@gmail.com,Yes,Siemens AG,4406 Robert Groves Suite 247,Perryton,UK,,,,00 No known disability,BTEC,Ashleyland College,BTEC Extended Diploma: D*D*D*,,,Family/Friends,Received
10003083,3083,Angela,Stevenson,F,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,02/08/2023,03/10/2001,78014653673,Canada,+78 1874398,student10003083@sample.edu,nobletonya@gmail.com,Yes,Unilever International,2597 Baird Parkways Suite 560,South Danielleborough,Canada,,Student Ambassador Bursary,50%,00 No known disability,Canadian System,East Angela College,Canadian High School Diploma: 80% average,,,Outreach Activity: Open Day,Received
10003084,3084,Dana,Wallace,F,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,27/08/2023,08/03/2005,82740109515,India,+51 4921774,student10003084@sample.edu,zserrano@gmail.com,No,,5248 Fernandez Mill Apt. 560,Brownside,India,,,,00 No known disability,Indian ICSE,Johnfurt College,Indian ICSE: 85%,6,,University Fair,Received
10003085,3085,Shelly,Charles,F,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,24/05/2023,25/12/1998,11115438431,Jordan,+45 1426130,student10003085@sample.edu,hjones@gmail.com,No,,45639 Stephen Crossing,West Michael,Jordan,,,,00 No known disability,Foundation Year,Millerfort College,International Baccalaureate: 35 points,7,,Social Media,Received
10003086,3086,Jennifer,Reynolds,F,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,11/02/2023,22/10/2004,56835782924,Bangladesh,+77 8539211,student10003086@sample.edu,melissathomas@gmail.com,No,,509 Gonzalez Circle,Fullerview,Bangladesh,,,,00 No known disability,IB,Lake Stephen College,Foundation Year: 75%,7,,Website,Received
10003087,3087,William,Dickerson,M,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Conditional,Submission of certified academic documents,16/03/2023,15/06/2000,98827703865,Egypt,+95 6396710,student10003087@sample.edu,alexanderwilliams@gmail.com,Yes,Microsoft Corporation,0812 Ashley Point,Lake Jenniferbury,Egypt,,,,00 No known disability,Foundation Year,East Michelle College,International Baccalaureate: 35 points,6.5,,Social Media,Received
10003088,3088,Sara,Hunter,F,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Conditional,IELTS score of 6.0 or above,18/08/2023,05/12/1999,73916998426,India,+64 6687491,student10003088@sample.edu,imendoza@gmail.com,No,,9259 Werner Extension Apt. 527,Forbesstad,India,,,,00 No known disability,Indian ICSE,East Marc College,Indian CBSE: 80%,6.5,,LinkedIn,Received
10003089,3089,Olivia,Case,F,Married,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,22/03/2023,22/03/2002,13705075086,Bangladesh,+31 9841068,student10003089@sample.edu,lisa89@gmail.com,Yes,IBM Corporation,103 Calvin Forges,New Kyliehaven,Bangladesh,,,,00 No known disability,IB,West Noah College,International Baccalaureate: 35 points,7,,University Fair,Received
10003090,3090,Maria,Jackson,F,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,21/07/2023,07/05/2001,30776016765,Bangladesh,+59 4460167,student10003090@sample.edu,vargasteresa@gmail.com,No,,155 Douglas Summit Apt. 867,Oneillport,Bangladesh,,Staff Dependent Bursary,50%,00 No known disability,IB,Nashstad College,International Baccalaureate: 35 points,6.5,,University Fair,Received
10003091,3091,Donald,Stone,M,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Conditional,English Language Proficiency Test with minimum B grade,11/07/2023,12/07/2005,75056836183,Bangladesh,+14 2785378,student10003091@sample.edu,jacob24@gmail.com,No,,8430 Hood Canyon Apt. 669,North Cynthia,Bangladesh,,,,00 No known disability,IB,Howardhaven College,International Baccalaureate: 35 points,6.5,,School Visit,Received
10003092,3092,Brittany,Patton,F,Single,2023/24,2023 September,MA (Hons),Business Management,2,Attending,Attending,2,Unconditional,,18/02/2023,29/07/2004,67939520067,United States,+78 3024875,student10003092@sample.edu,lopezlouis@gmail.com,No,,60975 David Hollow Suite 433,New Monicamouth,US,,,,Hearing impairment,High School Diploma,Lake Brooketon College,High School Diploma with GPA 3.5/4.0,,,Facebook,Received
10003093,3093,Ashley,Duncan,F,Single,2023/24,2023 September,MA (Hons),Business Management,3,Graduated 2024-25,Graduate,3,Unconditional,,21/03/2023,08/10/2000,52002365585,Pakistan,+21 7240267,student10003093@sample.edu,nicholashiggins@gmail.com,No,,532 Owens Mills,North Kara,Pakistan,,,,00 No known disability,Pakistani System,Glenport College,Pakistani A-Level: AAB,6.5,,Alumni Referral,Received
10003094,3094,Jennifer,Dillon,F,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,13/08/2023,30/01/2006,15294358773,Egypt,+48 3948116,student10003094@sample.edu,sarawalker@gmail.com,No,,928 Alex Village Suite 840,Brandonmouth,Egypt,,,,00 No known disability,Foundation Year,East Wendy College,International Baccalaureate: 35 points,6.5,,Email Campaign,Received
10003095,3095,James,Davis,M,Single,2023/24,2023 September,MA (Hons),Business Management,3,Graduated 2024-25,Graduate,3,Conditional,Mathematics proficiency test with minimum 60%,24/04/2023,20/11/1998,32244370904,United Kingdom,+4 4022966,student10003095@sample.edu,brendalloyd@gmail.com,Yes,General Electric,560 Grimes Hills Suite 255,Onealchester,UK,,,,00 No known disability,A-Level,Jessicamouth College,BTEC Extended Diploma: D*D*D*,,,Outreach Activity: Open Day,Received
10003096,3096,Eric,Jones,M,Single,2023/24,2023 September,MA (Hons),Business Management,2,Attending,Attending,2,Unconditional,,04/01/2023,15/02/2003,32617903689,Canada,+87 7669290,student10003096@sample.edu,stephencooper@gmail.com,Yes,ADNOC,962 Ross Fields,Oliviachester,Canada,,,,00 No known disability,Canadian System,Gonzalesfurt College,Canadian High School Diploma: 80% average,,,Family/Friends,Received
10003097,3097,Arthur,Ramirez,M,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Conditional,Completion of foundation year requirements,07/02/2023,23/05/2003,70436429846,Pakistan,+60 1324249,student10003097@sample.edu,brandon45@gmail.com,No,,1560 Benjamin Pike,West Christopher,Pakistan,,,,00 No known disability,Pakistani System,New Amanda College,Pakistani A-Level: AAB,6.5,,Website,Received
10003098,3098,Tiffany,Watkins,F,Single,2023/24,2023 September,MA (Hons),Business Management,3,Graduated 2024-25,Graduate,3,Unconditional,,16/04/2023,13/01/2004,17638738403,Pakistan,+44 1180863,student10003098@sample.edu,zwhite@gmail.com,No,,3584 Cruz Rue,New Michael,Pakistan,,,,00 No known disability,Pakistani System,New John College,Pakistani A-Level: AAB,6,,University Fair,Received
10003099,3099,Carlos,Huber,M,Single,2023/24,2023 September,MA (Hons),Business Management,3,Graduated 2024-25,Graduate,3,Unconditional,,12/01/2023,09/10/2000,33445530738,Egypt,+33 5691966,student10003099@sample.edu,amberchristensen@gmail.com,Yes,Nestle International,44056 Santiago Walk,East Amber,Egypt,,,,00 No known disability,IB,Briggsburgh College,Foundation Year: 75%,7,,Alumni Referral,Received
10003100,3100,Randy,Thompson,M,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Conditional,Mathematics proficiency test with minimum 60%,07/05/2023,12/02/2004,33367068467,Philippines,+73 5674754,student10003100@sample.edu,raymondmartinez@gmail.com,No,,293 Smith Fork,Powellfort,Philippines,,,,00 No known disability,IB,Beltranton College,Foundation Year: 75%,7,,Outreach Activity: Open Day,Received
10003101,3101,Marc,Howard,M,Married,2023/24,2023 September,MA (Hons),Business Management,2,Attending,Attending,2,Unconditional,,19/02/2023,04/10/2004,83037333535,United Kingdom,+29 1545449,student10003101@sample.edu,wgraham@gmail.com,No,,9826 Jonathon Prairie Suite 073,West Stacy,UK,,,,00 No known disability,A-Level,East Markmouth College,"A-Level: A*AA in Mathematics, Physics, Economics",,,Education Agent,Received
10003102,3102,Stephanie,Griffith,F,Single,2023/24,2023 September,MA (Hons),Business Management,2,Attending,Attending,2,Unconditional,,10/02/2023,17/12/2006,61028405101,Jordan,+79 6453433,student10003102@sample.edu,egross@gmail.com,No,,197 Moore Center,Weaverfurt,Jordan,,,,Visual impairment,Foundation Year,South Brianview College,Foundation Year: 75%,7,,Search Engine: Google,Received
10003103,3103,Jamie,Dominguez,M,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,26/01/2023,27/08/2000,34484381646,Philippines,+98 9275467,student10003103@sample.edu,xmolina@gmail.com,No,,6696 Patricia Springs Apt. 677,East Bruce,Philippines,,,,00 No known disability,Foundation Year,Port Darryl College,International Baccalaureate: 35 points,7,,University Fair,Received
10003104,3104,Nathan,Flores,M,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,30/05/2023,08/02/1999,41729572122,Pakistan,+45 1801246,student10003104@sample.edu,areeves@gmail.com,Yes,Accenture,142 Christopher Mount Suite 501,Williamschester,Pakistan,,,,00 No known disability,Pakistani System,West Emilychester College,Pakistani Intermediate: 80%,6.5,,School Visit,Received
10003105,3105,Johnathan,Willis,M,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,12/01/2023,28/04/2003,71932489104,United Kingdom,+51 6555400,student10003105@sample.edu,wwhite@gmail.com,No,,219 Cook Dale,South Jacob,UK,,Student Ambassador Bursary,50%,Depression,A-Level,East Mariachester College,"A-Level: A*AA in Mathematics, Physics, Economics",,,Social Media,Received
10003106,3106,Vincent,Gilbert,M,Married,2023/24,2023 September,MA (Hons),Business Management,2,Attending,Attending,2,Unconditional,,16/03/2023,24/05/2002,58549118028,United States,+27 9208286,student10003106@sample.edu,willie29@gmail.com,No,,6678 Katherine Hills,South Laurenfurt,US,,,,00 No known disability,High School Diploma,Lake Kayla College,High School Diploma with GPA 3.5/4.0,,,Search Engine: Google,Received
10003107,3107,Joseph,Gibson,M,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,14/03/2023,05/07/1999,78721927190,Jordan,+70 8295556,student10003107@sample.edu,howeangel@gmail.com,No,,5398 Kristen Vista,North Emilyburgh,Jordan,,,,00 No known disability,IB,Craigview College,Foundation Year: 75%,6.5,,Instagram,Received
10003108,3108,Peggy,Morgan,F,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Conditional,Mathematics proficiency test with minimum 60%,24/03/2023,20/04/2000,61512623600,India,+97 7925354,student10003108@sample.edu,crystal48@gmail.com,No,,08625 George Tunnel,North Clayton,India,,,,00 No known disability,Indian ICSE,Alexanderborough College,Indian CBSE: 80%,6,,Family/Friends,Received
10003109,3109,Andrew,Brewer,M,Single,2023/24,2023 September,MA (Hons),Business Management,2,Attending,Attending,2,Unconditional,,11/05/2023,24/05/2003,87753007323,India,+22 1779426,student10003109@sample.edu,emily89@gmail.com,No,,3795 Conway Trail Apt. 654,New Katelynburgh,India,,,,00 No known disability,Indian ICSE,New Chadhaven College,Indian CBSE: 85%,7,,Family/Friends,Received
10003110,3110,Chloe,Melendez,F,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Conditional,Submission of certified academic documents,01/08/2023,06/07/2003,52711287136,Pakistan,+31 1546508,student10003110@sample.edu,stephanie88@gmail.com,No,,59048 Harding Stravenue Suite 866,East Brandon,Pakistan,,,,ADHD,Pakistani System,East Teresatown College,Pakistani Intermediate: 80%,6.5,,Facebook,Received
10003111,3111,Jacob,Moran,M,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,03/01/2023,01/03/2000,57918423787,Canada,+25 5148438,student10003111@sample.edu,brooke58@gmail.com,No,,08112 Daniel Way Suite 284,Port Williamberg,Canada,,,,00 No known disability,Canadian System,Patrickfort College,Canadian High School Diploma: 85% average,,,Instagram,Received
10003112,3112,Alfred,Strickland,M,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,20/04/2023,08/05/2002,14583742260,India,+20 7278697,student10003112@sample.edu,hughesnicole@gmail.com,No,,433 Novak Mills,Gonzalezmouth,India,,,,Visual impairment,Indian CBSE,Guerrerofurt College,Indian ICSE: 85%,6.5,,University Fair,Received
10003113,3113,Carla,Hendricks,F,Single,2023/24,2023 September,MA (Hons),Business Management,3,Graduated 2024-25,Graduate,3,Unconditional,,14/06/2023,12/04/1999,23139935205,Jordan,+80 4795712,student10003113@sample.edu,laurendeleon@gmail.com,No,,792 Clark Club,East Nancy,Jordan,,,,00 No known disability,IB,Lake Ashley College,Foundation Year: 75%,6.5,,Instagram,Received
10003114,3114,Tanya,Freeman,F,Single,2023/24,2023 September,MA (Hons),Business Management,3,Graduated 2024-25,Graduate,3,Unconditional,,07/02/2023,01/02/1999,40208181099,Egypt,+52 9460643,student10003114@sample.edu,wyatt42@gmail.com,Yes,Google LLC,98204 Kathleen Avenue,Michellehaven,Egypt,,,,00 No known disability,Foundation Year,Lake Richard College,Foundation Year: 75%,6.5,,Family/Friends,Received
10003115,3115,Katrina,Morrow,F,Married,2023/24,2023 September,MA (Hons),Business Management,2,Attending,Attending,2,Conditional,Completion of foundation year requirements,06/05/2023,28/03/1999,92498381427,Canada,+25 5120538,student10003115@sample.edu,nicolediaz@gmail.com,Yes,Kuwait Petroleum,92009 Allen Ford,Jimmymouth,Canada,,,,00 No known disability,Canadian System,Lake Elizabeth College,Canadian High School Diploma: 80% average,,,Alumni Referral,Received
10003116,3116,Danielle,Herrera,F,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,11/01/2023,13/12/2001,88010398860,Bangladesh,+55 3218999,student10003116@sample.edu,patricia98@gmail.com,No,,12752 Diana Ridges,South Monique,Bangladesh,,,,Anxiety,IB,Lake Billy College,Foundation Year: 75%,7,,Instagram,Received
10003117,3117,Joseph,Allen,M,Single,2023/24,2023 September,MA (Hons),Business Management,1,Attending,Attending,1,Unconditional,,24/06/2023,13/12/2003,42835495179,Canada,+16 3119391,student10003117@sample.edu,thomasstewart@gmail.com,No,,816 Dawn Land Suite 446,North Jessicaborough,Canada,,,,00 No known disability,Canadian System,Rebeccaton College,Canadian High School Diploma: 80% average,,,Search Engine: Google,Received
10003118,3118,Leah,Porter,F,Single,2023/24,2023 September,MA (Hons),Business Management and International Relations,2,Attending,Attending,2,Unconditional,,13/03/2023,20/12/2000,91087710468,Egypt,+8 8454637,student10003118@sample.edu,johnsonnicole@gmail.com,No,,15508 Mays Pine Suite 676,Port Corybury,Egypt,,Staff Dependent Bursary,50%,Asthma,IB,East Sarahport College,Foundation Year: 75%,7,,Education Agent,Received
10003119,3119,Martha,Leonard,F,Single,2023/24,2023 September,MA (Hons),Business Management and International Relations,2,Attending,Attending,2,Unconditional,,08/02/2023,04/02/2002,94231732659,United Kingdom,+79 3246423,student10003119@sample.edu,mmoss@gmail.com,No,,92849 Craig Summit Suite 013,North Andrea,UK,,,,00 No known disability,BTEC,Port Jacquelineborough College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,Education Agent,Received
10003120,3120,Anthony,Knight,M,Married,2023/24,2023 September,MA (Hons),Business Management and International Relations,3,Graduated 2024-25,Graduate,3,Unconditional,,30/01/2023,02/01/1998,63671685046,Pakistan,+26 2262551,student10003120@sample.edu,duffyjimmy@gmail.com,No,,838 Stephanie Turnpike Suite 428,Curtisshire,Pakistan,,Student Ambassador Bursary,50%,00 No known disability,Pakistani System,North Austinland College,Pakistani Intermediate: 80%,6,,University Fair,Received
10003121,3121,Abigail,Winters,F,Single,2023/24,2023 September,MA (Hons),Business Management and International Relations,1,Attending,Attending,1,Unconditional,,04/08/2023,16/04/2001,61603548745,Egypt,+24 5499677,student10003121@sample.edu,jerrydavid@gmail.com,No,,08378 Bonilla Shoal,North Marilyn,Egypt,,,,00 No known disability,Foundation Year,East Seanmouth College,Foundation Year: 75%,7,,Facebook,Received
10003122,3122,Taylor,Cooper,F,Single,2023/24,2023 September,MA (Hons),Business Management and International Relations,1,Attending,Attending,1,Unconditional,,23/08/2023,31/10/2001,87729411506,Philippines,+17 4033513,student10003122@sample.edu,lawrence82@gmail.com,No,,208 Torres Manor Suite 379,Alvaradohaven,Philippines,,,,Visual impairment,Foundation Year,South Adrianmouth College,International Baccalaureate: 35 points,7,,Search Engine: Google,Received
10003123,3123,Aaron,Bennett,M,Single,2023/24,2023 September,MA (Hons),Business Management and International Relations,1,Attending,Attending,1,Unconditional,,03/03/2023,09/01/2006,41664118285,Pakistan,+93 7724010,student10003123@sample.edu,stephanie56@gmail.com,No,,800 Robertson Mill Suite 208,Hickston,Pakistan,,,,00 No known disability,Pakistani System,West Johnberg College,Pakistani Intermediate: 80%,6,,Education Agent,Received
10003124,3124,Amy,Lynch,F,Single,2023/24,2023 September,MA (Hons),Business Management and International Relations,1,Attending,Attending,1,Unconditional,,30/04/2023,13/10/1998,82383285875,United Kingdom,+81 7688099,student10003124@sample.edu,zbeasley@gmail.com,No,,19156 Emma Square Suite 084,Smithstad,UK,,,,00 No known disability,A-Level,South Jonathanstad College,"A-Level: A*AA in Mathematics, Physics, Economics",,,Outreach Activity: Open Day,Received
10003125,3125,James,Riddle,M,Single,2023/24,2023 September,MA (Hons),Business Management and International Relations,1,Attending,Attending,1,Conditional,English Language Proficiency Test with minimum B grade,10/05/2023,22/07/2002,95428429531,Pakistan,+55 3021076,student10003125@sample.edu,mcmahonmargaret@gmail.com,No,,377 Cannon Valley,Elliottbury,Pakistan,,,,00 No known disability,Pakistani System,New Briannahaven College,Pakistani A-Level: AAB,6.5,,Outreach Activity: Open Day,Received
10003126,3126,Christopher,Pace,M,Single,2023/24,2023 September,MA (Hons),Business Management and International Relations,1,Attending,Attending,1,Unconditional,,09/02/2023,31/03/2001,34022145051,Philippines,+85 9943029,student10003126@sample.edu,holly41@gmail.com,Yes,Unilever International,165 William Squares,Anthonyberg,Philippines,,,,"54 A long standing illness or health condition such as cancer, HIV, diabetes",IB,Port Sherry College,Foundation Year: 75%,6.5,,Search Engine: Google,Received
10003127,3127,Mario,Cummings,M,Single,2023/24,2023 September,MA (Hons),Business Management and International Relations,3,Graduated 2024-25,Graduate,3,Conditional,Mathematics proficiency test with minimum 60%,26/04/2023,19/01/1998,32295397993,Jordan,+91 2776618,student10003127@sample.edu,hjohnson@gmail.com,No,,6469 Lydia Cape,Atkinshaven,Jordan,,,,00 No known disability,IB,North Lindaside College,Foundation Year: 75%,7,Shell Qatar,Social Media,Received
